"";"kingdom";"phylum";"class";"order";"family";"genus";"species"
"FU00190";"Fungi";"Ascomycota";"Sordariomycetes";"Sordariales";"Lasiosphaeriaceae";"Schizothecium";"Schizothecium_sp"
"FU00191";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Bionectriaceae";"Clonostachys";"Clonostachys_sp"
"FU00192";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Nectriaceae";"Volutella";"Volutella_sp"
"FU00193";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00194";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00195";"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Trichomeriaceae";"Knufia";"Knufia_tsunedae"
"FU00196";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Didymellaceae";"Paraboeremia";"Paraboeremia_sp"
"FU00197";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Didymellaceae";"Didymella";"Didymella_bellidis"
"FU00198";"Fungi";"Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota"
"FU00199";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Entolomataceae";"Entoloma";"Entoloma_sp"
"FU00200";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00201";"Fungi";"Olpidiomycota";"Olpidiomycetes";"Olpidiales";"Olpidiaceae";"Olpidium";"Olpidium_brassicae"
"FU00202";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00203";"Fungi";"Olpidiomycota";"Olpidiomycetes";"Olpidiales";"Olpidiaceae";"Olpidium";"Olpidium_brassicae"
"FU00204";"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Rutstroemiaceae";"unclassified_Rutstroemiaceae";"unclassified_Rutstroemiaceae"
"FU00205";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Lophiotremataceae";"Lophiotrema";"Lophiotrema_rubi"
"FU00206";"Fungi";"Mortierellomycota";"Mortierellomycetes";"Mortierellales";"Mortierellaceae";"unclassified_Mortierellaceae";"unclassified_Mortierellaceae"
"FU00207";"Fungi";"Ascomycota";"Sordariomycetes";"Glomerellales";"Plectosphaerellaceae";"unclassified_Plectosphaerellaceae";"unclassified_Plectosphaerellaceae"
"FU00208";"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"unclassified_Chaetothyriales";"unclassified_Chaetothyriales";"unclassified_Chaetothyriales"
"FU00209";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Hypocreales_fam_Incertae_sedis";"Acremonium";"Acremonium_furcatum"
"FU00210";"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Trichomeriaceae";"Bradymyces";"Bradymyces_sp"
"FU00211";"Fungi";"Glomeromycota";"Glomeromycetes";"Glomerales";"Glomeraceae";"Funneliformis";"unclassified"
"FU00212";"Fungi";"Ascomycota";"Dothideomycetes";"Dothideales";"Aureobasidiaceae";"Kabatiella";"Kabatiella_sp"
"FU00213";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"unclassified_Pleosporales";"unclassified_Pleosporales";"unclassified_Pleosporales"
"FU00214";"Fungi";"Basidiomycota";"Tremellomycetes";"Holtermanniales";"Holtermanniales_fam_Incertae_sedis";"Holtermanniella";"Holtermanniella_sp"
"FU00215";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00216";"Fungi";"Mortierellomycota";"Mortierellomycetes";"Mortierellales";"Mortierellaceae";"Mortierella";"Mortierella_exigua"
"FU00217";"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Trichomeriaceae";"Bradymyces";"Bradymyces_sp"
"FU00218";"Fungi";"Glomeromycota";"Glomeromycetes";"Glomerales";"Glomeraceae";"Dominikia";"Dominikia_achra"
"FU00219";"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Trichomeriaceae";"Knufia";"unclassified"
"FU00220";"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Helotiaceae";"unclassified_Helotiaceae";"unclassified_Helotiaceae"
"FU00221";"Fungi";"Ascomycota";"Sordariomycetes";"Glomerellales";"Plectosphaerellaceae";"Verticillium";"Verticillium_sp"
"FU00222";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"unclassified_Hypocreales";"unclassified_Hypocreales";"unclassified_Hypocreales"
"FU00223";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00224";"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"unclassified_Helotiales";"unclassified_Helotiales";"unclassified_Helotiales"
"FU00225";"Fungi";"Ascomycota";"Dothideomycetes";"unclassified_Dothideomycetes";"unclassified_Dothideomycetes";"unclassified_Dothideomycetes";"unclassified_Dothideomycetes"
"FU00226";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Phaeosphaeriaceae";"Ophiosphaerella";"Ophiosphaerella_sp"
"FU00227";"Fungi";"Glomeromycota";"Glomeromycetes";"Glomerales";"Glomeraceae";"Funneliformis";"Funneliformis_mosseae"
"FU00228";"Fungi";"Ascomycota";"Sordariomycetes";"Microascales";"unclassified_Microascales";"unclassified_Microascales";"unclassified_Microascales"
"FU00229";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"unclassified_Hypocreales";"unclassified_Hypocreales";"unclassified_Hypocreales"
"FU00230";"Fungi";"Glomeromycota";"Glomeromycetes";"Glomerales";"Glomeraceae";"Rhizophagus";"Rhizophagus_sp"
"FU00231";"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"unclassified_Chaetothyriales";"unclassified_Chaetothyriales";"unclassified_Chaetothyriales"
"FU00232";"Fungi";"Basidiomycota";"Agaricomycetes";"Cantharellales";"Ceratobasidiaceae";"unclassified_Ceratobasidiaceae";"unclassified_Ceratobasidiaceae"
"FU00233";"Fungi";"Mortierellomycota";"Mortierellomycetes";"Mortierellales";"Mortierellaceae";"Mortierella";"unclassified"
"FU00234";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Hypocreales_fam_Incertae_sedis";"Acremonium";"unclassified"
"FU00235";"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"unclassified_Helotiales";"unclassified_Helotiales";"unclassified_Helotiales"
"FU00236";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00237";"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Hyaloscyphaceae";"Cistella";"Cistella_sp"
"FU00238";"Fungi";"Basidiomycota";"Agaricomycetes";"Cantharellales";"Ceratobasidiaceae";"Thanatephorus";"Thanatephorus_cucumeris"
"FU00239";"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Hyaloscyphaceae";"unclassified_Hyaloscyphaceae";"unclassified_Hyaloscyphaceae"
"FU00240";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"unclassified_Pleosporales";"unclassified_Pleosporales";"unclassified_Pleosporales"
"FU00241";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00242";"Fungi";"Rozellomycota";"unclassified_Rozellomycota";"unclassified_Rozellomycota";"unclassified_Rozellomycota";"unclassified_Rozellomycota";"unclassified_Rozellomycota"
"FU00243";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Lentitheciaceae";"Darksidea";"Darksidea_sp"
"FU00244";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Entolomataceae";"Entoloma";"Entoloma_graphitipes_f._cystidiatum"
"FU00245";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Peniophoraceae";"Subulicystidium";"Subulicystidium_perlongisporum"
"FU00246";"Fungi";"Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota"
"FU00247";"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"unclassified_Helotiales";"unclassified_Helotiales";"unclassified_Helotiales"
"FU00248";"Fungi";"Ascomycota";"Dothideomycetes";"Dothideales";"Aureobasidiaceae";"Aureobasidium";"Aureobasidium_sp"
"FU00249";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00250";"Fungi";"Ascomycota";"Sordariomycetes";"Sordariales";"Lasiosphaeriaceae";"unclassified_Lasiosphaeriaceae";"unclassified_Lasiosphaeriaceae"
"FU00251";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Nectriaceae";"Volutella";"Volutella_sp"
"FU00252";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Cucurbitariaceae";"Pyrenochaeta";"Pyrenochaeta_keratinophila"
"FU00253";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00254";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Psathyrellaceae";"Parasola";"unclassified"
"FU00255";"Fungi";"Basidiomycota";"Agaricomycetes";"Corticiales";"Corticiaceae";"Laetisaria";"Laetisaria_sp"
"FU00256";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00257";"Fungi";"Mortierellomycota";"Mortierellomycetes";"Mortierellales";"Mortierellaceae";"Mortierella";"Mortierella_exigua"
"FU00258";"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Helotiaceae";"Articulospora";"Articulospora_sp"
"FU00259";"Fungi";"Ascomycota";"Sordariomycetes";"Xylariales";"Bartaliniaceae";"Bartalinia";"Bartalinia_sp"
"FU00260";"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Helotiaceae";"Tetracladium";"unclassified"
"FU00261";"Fungi";"Basidiomycota";"Agaricomycetes";"Polyporales";"Ganodermataceae";"Ganoderma";"Ganoderma_adspersum"
"FU00262";"Fungi";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Penicillium";"Penicillium_sp"
"FU00263";"Fungi";"Basidiomycota";"Agaricomycetes";"Cantharellales";"Ceratobasidiaceae";"Thanatephorus";"Thanatephorus_cucumeris"
"FU00264";"Fungi";"Glomeromycota";"Glomeromycetes";"Glomerales";"Glomeraceae";"Septoglomus";"Septoglomus_sp"
"FU00265";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Pleosporaceae";"Alternaria";"Alternaria_sp"
"FU00266";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00267";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"unclassified_Pleosporales";"unclassified_Pleosporales";"unclassified_Pleosporales"
"FU00268";"Fungi";"Ascomycota";"Pezizomycetes";"Pezizales";"Pyronemataceae";"Pulvinula";"unclassified"
"FU00269";"Fungi";"Basidiomycota";"Tremellomycetes";"Filobasidiales";"Filobasidiaceae";"Goffeauzyma";"Goffeauzyma_sp"
"FU00270";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00271";"Fungi";"Basidiomycota";"Agaricomycetes";"Cantharellales";"Ceratobasidiaceae";"Thanatephorus";"Thanatephorus_cucumeris"
"FU00272";"Fungi";"Mortierellomycota";"Mortierellomycetes";"Mortierellales";"Mortierellaceae";"Mortierella";"Mortierella_alpina"
"FU00273";"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Hyaloscyphaceae";"Cistella";"Cistella_sp"
"FU00274";"Fungi";"Rozellomycota";"unclassified_Rozellomycota";"unclassified_Rozellomycota";"unclassified_Rozellomycota";"unclassified_Rozellomycota";"unclassified_Rozellomycota"
"FU00275";"Fungi";"Ascomycota";"Sordariomycetes";"Sordariales";"Lasiosphaeriaceae";"Cercophora";"Cercophora_sulphurella"
"FU00276";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Didymellaceae";"Paraboeremia";"Paraboeremia_selaginellae"
"FU00277";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Phaeosphaeriaceae";"Paraphoma";"Paraphoma_sp"
"FU00278";"Fungi";"Olpidiomycota";"Olpidiomycetes";"Olpidiales";"Olpidiaceae";"Olpidium";"Olpidium_brassicae"
"FU00279";"Fungi";"Ascomycota";"Sordariomycetes";"Sordariales";"Lasiosphaeriaceae";"unclassified_Lasiosphaeriaceae";"unclassified_Lasiosphaeriaceae"
"FU00280";"Fungi";"Ascomycota";"Lecanoromycetes";"Teloschistales";"Teloschistaceae";"Flavoplaca";"Flavoplaca_sp"
"FU00281";"Fungi";"Mortierellomycota";"Mortierellomycetes";"Mortierellales";"Mortierellaceae";"Mortierella";"Mortierella_antarctica"
"FU00282";"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"unclassified_Chaetothyriales";"unclassified_Chaetothyriales";"unclassified_Chaetothyriales"
"FU00283";"Fungi";"Basidiomycota";"Tremellomycetes";"Filobasidiales";"Filobasidiaceae";"Naganishia";"Naganishia_sp"
"FU00284";"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Helotiaceae";"Articulospora";"Articulospora_sp"
"FU00285";"Fungi";"Glomeromycota";"Glomeromycetes";"Glomerales";"Glomeraceae";"unclassified_Glomeraceae";"unclassified_Glomeraceae"
"FU00286";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Didymellaceae";"Didymella";"Didymella_boeremae"
"FU00287";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00288";"Fungi";"Ascomycota";"Sordariomycetes";"Xylariales";"unclassified_Xylariales";"unclassified_Xylariales";"unclassified_Xylariales"
"FU00289";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Bionectriaceae";"Clonostachys";"Clonostachys_rosea"
"FU00290";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00292";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Ophiocordycipitaceae";"Hirsutella";"Hirsutella_sp"
"FU00293";"Fungi";"Rozellomycota";"unclassified_Rozellomycota";"unclassified_Rozellomycota";"unclassified_Rozellomycota";"unclassified_Rozellomycota";"unclassified_Rozellomycota"
"FU00294";"Fungi";"Ascomycota";"Pezizomycetes";"Pezizales";"Tuberaceae";"Tuber";"Tuber_oligospermum"
"FU00295";"Fungi";"Glomeromycota";"Glomeromycetes";"Glomerales";"Glomeraceae";"Dominikia";"Dominikia_duoreactiva"
"FU00296";"Fungi";"Mortierellomycota";"Mortierellomycetes";"Mortierellales";"Mortierellaceae";"Mortierella";"Mortierella_elongata"
"FU00297";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"unclassified_Hypocreales";"unclassified_Hypocreales";"unclassified_Hypocreales"
"FU00298";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Torulaceae";"Dendryphion";"unclassified"
"FU00299";"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Trichomeriaceae";"Knufia";"Knufia_tsunedae"
"FU00300";"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Helotiaceae";"Articulospora";"Articulospora_sp"
"FU00301";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00302";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00303";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00304";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00305";"Fungi";"Glomeromycota";"Glomeromycetes";"Glomerales";"Glomeraceae";"Rhizophagus";"Rhizophagus_sp"
"FU00306";"Fungi";"Mortierellomycota";"Mortierellomycetes";"Mortierellales";"Mortierellaceae";"Mortierella";"Mortierella_alpina"
"FU00307";"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Cladophialophora";"Cladophialophora_sp"
"FU00308";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00309";"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Trichomeriaceae";"Bradymyces";"Bradymyces_sp"
"FU00310";"Fungi";"Basidiomycota";"Pucciniomycetes";"Platygloeales";"Eocronartiaceae";"Eocronartium";"Eocronartium_sp"
"FU00311";"Fungi";"Basidiomycota";"Tremellomycetes";"Cystofilobasidiales";"Cystofilobasidiaceae";"Cystofilobasidium";"Cystofilobasidium_sp"
"FU00312";"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"unclassified_Chaetothyriales";"unclassified_Chaetothyriales";"unclassified_Chaetothyriales"
"FU00313";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Sporormiaceae";"Preussia";"Preussia_sp"
"FU00314";"Fungi";"Ascomycota";"Leotiomycetes";"Erysiphales";"Erysiphaceae";"Neoerysiphe";"Neoerysiphe_sp"
"FU00315";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Ophiocordycipitaceae";"Ophiocordyceps";"Ophiocordyceps_sp"
"FU00316";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Lentitheciaceae";"Darksidea";"unclassified"
"FU00317";"Fungi";"Basidiomycota";"Agaricomycetes";"Hymenochaetales";"unclassified_Hymenochaetales";"unclassified_Hymenochaetales";"unclassified_Hymenochaetales"
"FU00318";"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Helotiaceae";"Helicodendron";"Helicodendron_sp"
"FU00319";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Lentitheciaceae";"Darksidea";"Darksidea_delta"
"FU00320";"Fungi";"Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota"
"FU00321";"Fungi";"Mortierellomycota";"Mortierellomycetes";"Mortierellales";"Mortierellaceae";"Mortierella";"Mortierella_elongatula"
"FU00322";"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Trichomeriaceae";"unclassified_Trichomeriaceae";"unclassified_Trichomeriaceae"
"FU00323";"Fungi";"Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota"
"FU00324";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"unclassified_Hypocreales";"unclassified_Hypocreales";"unclassified_Hypocreales"
"FU00325";"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Phialophora";"Phialophora_sp"
"FU00326";"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Helotiaceae";"Tetracladium";"Tetracladium_marchalianum"
"FU00327";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00328";"Fungi";"Glomeromycota";"Glomeromycetes";"Glomerales";"Glomeraceae";"Funneliformis";"Funneliformis_mosseae"
"FU00329";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00330";"Fungi";"Olpidiomycota";"Olpidiomycetes";"Olpidiales";"Olpidiaceae";"Olpidium";"Olpidium_brassicae"
"FU00331";"Fungi";"Ascomycota";"Sordariomycetes";"Microascales";"Microascaceae";"Cephalotrichum";"Cephalotrichum_sp"
"FU00332";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Agaricaceae";"Lepiota";"Lepiota_sp"
"FU00333";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00334";"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Exophiala";"unclassified"
"FU00335";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"unclassified_Pleosporales";"unclassified_Pleosporales";"unclassified_Pleosporales"
"FU00336";"Fungi";"Mortierellomycota";"Mortierellomycetes";"Mortierellales";"Mortierellaceae";"Mortierella";"Mortierella_elongata"
"FU00337";"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Trichomeriaceae";"Knufia";"unclassified"
"FU00338";"Fungi";"Glomeromycota";"Glomeromycetes";"Glomerales";"Glomeraceae";"Dominikia";"unclassified"
"FU00339";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00340";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Peniophoraceae";"Subulicystidium";"Subulicystidium_perlongisporum"
"FU00341";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Phaeosphaeriaceae";"Ophiosphaerella";"Ophiosphaerella_sp"
"FU00342";"Fungi";"Glomeromycota";"Glomeromycetes";"Glomerales";"Glomeraceae";"Septoglomus";"Septoglomus_sp"
"FU00343";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00344";"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Rhinocladiella";"Rhinocladiella_sp"
"FU00345";"Fungi";"Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota"
"FU00346";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"unclassified_Pleosporales";"unclassified_Pleosporales";"unclassified_Pleosporales"
"FU00347";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Sporormiaceae";"Preussia";"Preussia_flanaganii"
"FU00348";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00349";"Fungi";"Ascomycota";"Sordariomycetes";"Magnaporthales";"Magnaporthaceae";"Mycoleptodiscus";"Mycoleptodiscus_sp"
"FU00350";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Didymellaceae";"Didymella";"Didymella_boeremae"
"FU00351";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Melanommataceae";"Herpotrichia";"Herpotrichia_sp"
