group;kingdom;phylum;class;order;family;genus;species
ASV00770;Fungi(100);Ascomycota(100);Dothideomycetes(100);Dothideomycetes_ord_Incertae_sedis(100);Eremomycetaceae(100);Arthrographis(100);Arthrographis_longispora(99)
ASV00771;Fungi(100);Ascomycota(99);Eurotiomycetes(96);Chaetothyriales(91);unclassified_Chaetothyriales(65);unclassified_Chaetothyriales(65);Chaetothyriales_sp(65)
ASV00772;Fungi(100);Ascomycota(100);Eurotiomycetes(100);Chaetothyriales(100);Trichomeriaceae(100);Knufia(100);Knufia_tsunedae(100)
ASV00773;Fungi(100);Basidiomycota(100);Tremellomycetes(100);Filobasidiales(100);Piskurozymaceae(100);Solicoccozyma(100);Solicoccozyma_aeria(93)
ASV00774;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00775;Fungi(100);Ascomycota(100);Saccharomycetes(100);Saccharomycetales(100);Saccharomycetales_fam_Incertae_sedis(100);Candida(100);Candida_tropicalis(93)
ASV00776;Fungi(100);Ascomycota(79);unclassified;unclassified;unclassified;unclassified;unclassified
ASV00777;Fungi(100);Glomeromycota(96);Glomeromycetes(96);Glomerales(96);Glomeraceae(96);Glomus(96);Glomus_macrocarpum(96)
ASV00778;Fungi(100);Ascomycota(100);Sordariomycetes(100);Sordariales(86);Lasiosphaeriaceae(76);unclassified;unclassified
ASV00779;Fungi(100);Olpidiomycota(99);Olpidiomycetes(99);Olpidiales(99);Olpidiaceae(94);Olpidium(94);Olpidium_brassicae(94)
ASV00780;Fungi(100);Basidiomycota(85);Tremellomycetes(74);Tremellales(70);unclassified_Tremellales(70);unclassified_Tremellales(70);Tremellales_sp(70)
ASV00781;Fungi(100);Glomeromycota(97);Glomeromycetes(97);Glomerales(97);Glomeraceae(97);Glomus(97);Glomus_macrocarpum(97)
ASV00782;Fungi(100);Basidiomycota(100);Microbotryomycetes(100);Sporidiobolales(96);Sporidiobolaceae(96);Rhodotorula(96);Rhodotorula_ingeniosa(96)
ASV00783;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Corticiales(100);Corticiaceae(100);Laetisaria(100);Laetisaria_arvalis(100)
ASV00784;Fungi(100);Ascomycota(98);Eurotiomycetes(70);unclassified;unclassified;unclassified;unclassified
ASV00785;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Didymellaceae(100);unclassified;unclassified
ASV00786;Fungi(100);Ascomycota(77);unclassified;unclassified;unclassified;unclassified;unclassified
ASV00787;Fungi(100);Ascomycota(98);Eurotiomycetes(91);Chaetothyriales(82);Herpotrichiellaceae(68);unclassified;unclassified
ASV00788;Fungi(100);Ascomycota(100);Eurotiomycetes(100);Chaetothyriales(100);Herpotrichiellaceae(98);Rhinocladiella(98);Rhinocladiella_sp(98)
ASV00789;Fungi(98);Basidiomycota(72);unclassified;unclassified;unclassified;unclassified;unclassified
ASV00790;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00791;Fungi(100);Ascomycota(100);Eurotiomycetes(100);Chaetothyriales(100);unclassified;unclassified;unclassified
ASV00792;Fungi(100);Basidiomycota(76);unclassified;unclassified;unclassified;unclassified;unclassified
ASV00793;Fungi(100);Basidiomycota(67);unclassified;unclassified;unclassified;unclassified;unclassified
ASV00794;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Lentitheciaceae(100);Darksidea(100);unclassified
ASV00795;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00796;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00797;Fungi(100);Ascomycota(99);Dothideomycetes(96);Pleosporales(96);Leptosphaeriaceae(74);Plenodomus(71);Plenodomus_biglobosus(71)
ASV00798;Fungi(100);Rozellomycota(100);unclassified_Rozellomycota(100);unclassified_Rozellomycota(100);unclassified_Rozellomycota(100);unclassified_Rozellomycota(100);Rozellomycota_sp(100)
ASV00799;Fungi(100);Glomeromycota(68);Glomeromycetes(68);Glomerales(67);Glomeraceae(67);Dominikia(62);unclassified
ASV00800;Fungi(100);Olpidiomycota(97);Olpidiomycetes(97);Olpidiales(97);Olpidiaceae(91);Olpidium(91);Olpidium_brassicae(91)
ASV00801;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Agaricales(100);Schizophyllaceae(100);Schizophyllum(100);Schizophyllum_commune(99)
ASV00802;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Sebacinales(100);unclassified_Sebacinales(80);unclassified_Sebacinales(80);Sebacinales_sp(80)
ASV00803;Fungi(100);Basidiomycota(100);Microbotryomycetes(98);Sporidiobolales(98);Sporidiobolaceae(98);Sporobolomyces(98);Sporobolomyces_salicinus(98)
ASV00804;Fungi(100);Mortierellomycota(100);Mortierellomycetes(100);Mortierellales(100);Mortierellaceae(100);Mortierella(100);Mortierella_alpina(98)
ASV00805;Fungi(100);Ascomycota(100);Leotiomycetes(100);Thelebolales(100);Pseudeurotiaceae(100);Pseudogymnoascus(96);Pseudogymnoascus_verrucosus(90)
ASV00806;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);Hyaloscyphaceae(79);Cistella(66);Cistella_sp(65)
ASV00807;Fungi(100);Ascomycota(100);Pezizomycetes(100);Pezizales(100);Tuberaceae(100);Tuber(100);Tuber_indicum(100)
ASV00808;Fungi(100);Ascomycota(93);Dothideomycetes(92);Pleosporales(90);unclassified_Pleosporales(68);unclassified_Pleosporales(68);Pleosporales_sp(68)
ASV00809;Fungi(100);Ascomycota(100);Sordariomycetes(100);Glomerellales(100);Plectosphaerellaceae(100);Plectosphaerella(100);Plectosphaerella_cucumerina(86)
ASV00810;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00811;Fungi(98);Ascomycota(84);Dothideomycetes(61);unclassified;unclassified;unclassified;unclassified
ASV00812;Fungi(100);Ascomycota(71);unclassified;unclassified;unclassified;unclassified;unclassified
ASV00813;Fungi(100);Ascomycota(100);Eurotiomycetes(100);Chaetothyriales(100);Trichomeriaceae(100);Bradymyces(100);Bradymyces_sp(100)
ASV00814;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00815;Fungi(100);Ascomycota(100);Sordariomycetes(100);Microascales(77);Halosphaeriaceae(72);unclassified_Halosphaeriaceae(72);Halosphaeriaceae_sp(72)
ASV00816;Fungi(98);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00817;Fungi(100);Ascomycota(100);Eurotiomycetes(100);Chaetothyriales(100);unclassified;unclassified;unclassified
ASV00818;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Sporormiaceae(75);unclassified;unclassified
ASV00819;Fungi(100);Basidiomycota(60);unclassified;unclassified;unclassified;unclassified;unclassified
ASV00820;Fungi(100);Ascomycota(100);Lecanoromycetes(100);Teloschistales(100);Teloschistaceae(100);Flavoplaca(94);Flavoplaca_sp(94)
ASV00821;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00822;Fungi(100);Ascomycota(100);Sordariomycetes(100);Magnaporthales(99);Magnaporthaceae(99);Slopeiomyces(99);Slopeiomyces_cylindrosporus(99)
ASV00823;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);Hyaloscyphaceae(88);Cistella(83);Cistella_sp(79)
ASV00824;Fungi(100);Ascomycota(100);Eurotiomycetes(100);Chaetothyriales(100);Trichomeriaceae(100);Bradymyces(100);Bradymyces_sp(100)
ASV00825;Fungi(100);Olpidiomycota(100);Olpidiomycetes(100);Olpidiales(100);Olpidiaceae(94);Olpidium(94);Olpidium_brassicae(94)
ASV00826;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Cantharellales(100);Cantharellales_fam_Incertae_sedis(100);Minimedusa(100);Minimedusa_polyspora(100)
ASV00827;Fungi(100);Ascomycota(99);Dothideomycetes(99);Pleosporales(99);unclassified;unclassified;unclassified
ASV00828;Fungi(100);Olpidiomycota(92);Olpidiomycetes(92);Olpidiales(92);Olpidiaceae(82);Olpidium(82);Olpidium_brassicae(82)
ASV00829;Fungi(100);Ascomycota(100);Eurotiomycetes(100);Chaetothyriales(100);Trichomeriaceae(100);Bradymyces(100);Bradymyces_sp(92)
ASV00830;Fungi(100);Basidiomycota(100);Tremellomycetes(100);Filobasidiales(100);Filobasidiaceae(100);Naganishia(100);Naganishia_cerealis(65)
ASV00831;Fungi(100);Ascomycota(100);Leotiomycetes(100);Thelebolales(100);Pseudeurotiaceae(100);Pseudogymnoascus(90);Pseudogymnoascus_verrucosus(72)
ASV00832;Fungi(100);Basidiomycota(100);Microbotryomycetes(100);Microbotryales(100);Ustilentylomataceae(100);Microbotryozyma(100);Microbotryozyma_sp(100)
ASV00833;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00834;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(100);Nectriaceae(99);Cylindrocarpon(90);Cylindrocarpon_sp(90)
ASV00835;Fungi(100);Ascomycota(98);Dothideomycetes(97);Pleosporales(97);unclassified;unclassified;unclassified
ASV00836;Fungi(100);Ascomycota(97);Eurotiomycetes(89);Chaetothyriales(85);unclassified;unclassified;unclassified
ASV00837;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00838;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Pleosporaceae(100);Bipolaris(96);unclassified
ASV00839;Fungi(100);Mortierellomycota(100);Mortierellomycetes(100);Mortierellales(100);Mortierellaceae(100);Mortierella(100);Mortierella_sarnyensis(95)
ASV00840;Fungi(100);Ascomycota(100);Eurotiomycetes(100);Chaetothyriales(100);Trichomeriaceae(100);Knufia(100);unclassified
ASV00841;Fungi(100);Ascomycota(100);Sordariomycetes(97);unclassified;unclassified;unclassified;unclassified
ASV00842;Fungi(100);Ascomycota(100);Dothideomycetes(100);Capnodiales(100);Mycosphaerellaceae(100);Mycocentrospora(100);Mycocentrospora_sp(100)
ASV00843;Fungi(100);Ascomycota(99);Sordariomycetes(97);Sordariales(91);unclassified;unclassified;unclassified
ASV00844;Fungi(100);Ascomycota(99);unclassified;unclassified;unclassified;unclassified;unclassified
ASV00845;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00846;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Phaeosphaeriaceae(89);Neosetophoma(74);Neosetophoma_samararum(74)
ASV00847;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Cantharellales(100);Ceratobasidiaceae(100);unclassified_Ceratobasidiaceae(99);Ceratobasidiaceae_sp(99)
ASV00848;Fungi(100);Basidiomycota(61);unclassified;unclassified;unclassified;unclassified;unclassified
ASV00849;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);Rutstroemiaceae(100);unclassified_Rutstroemiaceae(100);Rutstroemiaceae_sp(100)
ASV00850;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00851;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Atheliales(100);Atheliaceae(100);Athelia(99);Athelia_epiphylla(76)
ASV00852;Fungi(100);Olpidiomycota(99);Olpidiomycetes(99);Olpidiales(99);Olpidiaceae(91);Olpidium(91);Olpidium_brassicae(91)
ASV00853;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00854;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Agaricales(100);unclassified;unclassified;unclassified
ASV00855;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Pleosporaceae(100);Curvularia(100);Curvularia_inaequalis(76)
ASV00856;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00857;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(99);Helotiaceae(65);unclassified;unclassified
ASV00858;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00859;Fungi(100);Ascomycota(100);Eurotiomycetes(100);Eurotiales(100);Aspergillaceae(100);Penicillium(100);Penicillium_bialowiezense(95)
